text-de,class,text-en,class-formatted,class-en
"Guten Tag, ich möchte gerne wissen, ob meine Bestellung bereits versendet wurde. Können Sie mir bitte den aktuellen Status mitteilen?", Bestellungsanfragen,"Hello, I would like to know if my order has already been sent. Can you please tell me the current status?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Könnten Sie das bitte für mich aktualisieren?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Could you please update this for me?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor einigen Tagen aufgegeben, aber bisher keine Informationen zum Versand erhalten. Könnten Sie bitte überprüfen, ob sie bereits unterwegs ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received any shipping information yet. Could you please check if it is already on the way?",Bestellungsanfragen,Order requests
"Guten Tag, ich würde gerne eine Änderung an meiner Bestellung vornehmen. Kann ich ein Produkt entfernen und ein anderes hinzufügen?", Bestellungsanfragen,"Good day, I would like to make a change to my order. Can I remove one product and add another?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Ist das noch möglich?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Is that still possible?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor ein paar Tagen aufgegeben, aber bisher keine Bestätigung erhalten. Könnten Sie bitte überprüfen, ob sie erfolgreich eingegangen ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received confirmation yet. Could you please check if it has been successfully received?",Bestellungsanfragen,Order requests
"Guten Tag, ich möchte gerne wissen, ob meine Bestellung bereits versendet wurde. Können Sie mir bitte den aktuellen Status mitteilen?", Bestellungsanfragen,"Hello, I would like to know if my order has already been sent. Can you please tell me the current status?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Könnten Sie das bitte für mich aktualisieren?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Could you please update this for me?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor einigen Tagen aufgegeben, aber bisher keine Informationen zum Versand erhalten. Könnten Sie bitte überprüfen, ob sie bereits unterwegs ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received any shipping information yet. Could you please check if it is already on the way?",Bestellungsanfragen,Order requests
"Guten Tag, ich würde gerne eine Änderung an meiner Bestellung vornehmen. Kann ich ein Produkt entfernen und ein anderes hinzufügen?", Bestellungsanfragen,"Good day, I would like to make a change to my order. Can I remove one product and add another?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Ist das noch möglich?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Is that still possible?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor ein paar Tagen aufgegeben, aber bisher keine Bestätigung erhalten. Könnten Sie bitte überprüfen, ob sie erfolgreich eingegangen ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received confirmation yet. Could you please check if it has been successfully received?",Bestellungsanfragen,Order requests
"Guten Tag, ich möchte gerne wissen, ob meine Bestellung bereits versendet wurde. Können Sie mir bitte den aktuellen Status mitteilen?", Bestellungsanfragen,"Hello, I would like to know if my order has already been sent. Can you please tell me the current status?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Könnten Sie das bitte für mich aktualisieren?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Could you please update this for me?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor einigen Tagen aufgegeben, aber bisher keine Informationen zum Versand erhalten. Könnten Sie bitte überprüfen, ob sie bereits unterwegs ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received any shipping information yet. Could you please check if it is already on the way?",Bestellungsanfragen,Order requests
"Guten Tag, ich würde gerne eine Änderung an meiner Bestellung vornehmen. Kann ich ein Produkt entfernen und ein anderes hinzufügen?", Bestellungsanfragen,"Good day, I would like to make a change to my order. Can I remove one product and add another?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Ist das noch möglich?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Is that still possible?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor ein paar Tagen aufgegeben, aber bisher keine Bestätigung erhalten. Könnten Sie bitte überprüfen, ob sie erfolgreich eingegangen ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received confirmation yet. Could you please check if it has been successfully received?",Bestellungsanfragen,Order requests
"Guten Tag, ich möchte gerne wissen, ob meine Bestellung bereits versendet wurde. Können Sie mir bitte den aktuellen Status mitteilen?", Bestellungsanfragen,"Hello, I would like to know if my order has already been sent. Can you please tell me the current status?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Könnten Sie das bitte für mich aktualisieren?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Could you please update this for me?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor einigen Tagen aufgegeben, aber bisher keine Informationen zum Versand erhalten. Könnten Sie bitte überprüfen, ob sie bereits unterwegs ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received any shipping information yet. Could you please check if it is already on the way?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe vor kurzem ein Produkt bei Ihnen gekauft, aber leider ist es defekt angekommen. Können Sie mir bitte weiterhelfen?", Reklamationen,"Dear team, I recently bought a product from you, but unfortunately it has arrived defective. Can you please help me?",Reklamationen,Complaints
"Guten Tag, ich bin mit dem Service, den ich erhalten habe, sehr unzufrieden. Die Lieferung war verspätet und das Produkt entspricht nicht meinen Erwartungen.", Reklamationen,"Good day, I am very dissatisfied with the service I received. Delivery was delayed and the product does not meet my expectations.",Reklamationen,Complaints
"Hallo, ich habe vor einiger Zeit eine Bestellung aufgegeben, aber bisher keine Lieferung erhalten. Ich bin sehr enttäuscht von Ihrem Service.", Reklamationen,"Hello, I have placed an order some time ago, but have not received any delivery so far. I am very disappointed by your service.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe vor kurzem ein Produkt erhalten, aber es entspricht nicht der Beschreibung. Können Sie bitte eine Lösung für dieses Problem finden?", Reklamationen,"Dear team, I have recently received a product, but it does not correspond to the description. Can you please find a solution to this problem?",Reklamationen,Complaints
"Guten Tag, ich bin mit der Qualität des Produkts, das ich erhalten habe, nicht zufrieden. Es scheint beschädigt zu sein und funktioniert nicht wie erwartet.", Reklamationen,"Good day, I am not satisfied with the quality of the product I have received. It seems to be damaged and does not work as expected.",Reklamationen,Complaints
"Hallo, ich habe vor einiger Zeit ein Produkt bei Ihnen bestellt, aber es wurde nie geliefert. Ich bitte um eine Erklärung und eine Rückerstattung.", Reklamationen,"Hello, I ordered a product from you some time ago, but it was never delivered. I ask for an explanation and a refund.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe eine Beschwerde über den Kundendienst. Ich habe mehrmals versucht, jemanden zu erreichen, aber meine Anfragen wurden ignoriert.", Reklamationen,"Dear team, I have a complaint about customer service. I have tried to reach someone several times, but my requests have been ignored.",Reklamationen,Complaints
"Guten Tag, ich habe vor kurzem eine Dienstleistung in Anspruch genommen, aber leider war die Qualität nicht zufriedenstellend. Ich erwarte eine Entschädigung.", Reklamationen,"Good day, I have recently taken advantage of a service, but unfortunately the quality was not satisfactory. I expect compensation.",Reklamationen,Complaints
"Hallo, ich bin mit der Art und Weise, wie meine Bestellung behandelt wurde, nicht zufrieden. Es gab Verzögerungen und Unklarheiten, die zu Frustration führten.", Reklamationen,"Hello, I am not satisfied with the way my order was handled. There were delays and ambiguities that led to frustration.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe ein Problem mit meinem Konto. Es gab unautorisierte Transaktionen, die ich nicht genehmigt habe. Bitte helfen Sie mir, das zu klären.", Reklamationen,"Dear team, I have a problem with my account. There have been unauthorized transactions that I have not authorized. Please help me to clarify this.",Reklamationen,Complaints
"Guten Tag, ich habe vor kurzem ein Produkt erhalten, aber es fehlen Teile und Zubehör. Ich bitte um eine schnelle Lösung für dieses Problem.", Reklamationen,"Good day, I have recently received a product, but there are missing parts and accessories. I ask for a quick solution to this problem.",Reklamationen,Complaints
"Hallo, ich habe eine Beschwerde über die Lieferzeit meiner Bestellung. Es hat viel länger gedauert als erwartet, und ich bin sehr unzufrieden damit.", Reklamationen,"Hello, I have a complaint about the delivery time of my order. It took much longer than expected and I am very dissatisfied with it.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe eine Beschwerde über die Qualität des Kundendienstes. Ich habe mehrere Male versucht, jemanden zu erreichen, aber ohne Erfolg.", Reklamationen,"Dear team, I have a complaint about the quality of customer service. I have tried several times to reach someone but without success.",Reklamationen,Complaints
